,Credits,Debits,Transaction Type,Reference Type,Product,Balance,Time Stamp
,,17.839999223865,Trade,Trade,CAD,50.0055984421564,2020/02/21 11:30:20.566
,0.05030361,,Trade,Trade,ETH,0.07940351356,2020/02/21 11:30:20.566
,,0.010837292581735500,Fee,Trade,CAD,67.84559766602140,2020/02/21 11:19:16.853
,,1.00013014,Trade,Trade,EOS,1.88e-09,2020/02/21 11:19:16.853
,5.418646290867770,,Trade,Trade,CAD,67.85643495860310,2020/02/21 11:19:16.853
,,0.002,Fee,Trade,EOS,1.00013014188,2020/02/21 11:18:33.553
,,5.4716996,Trade,Trade,CAD,62.43778866773540,2020/02/21 11:18:33.553
,1,,Trade,Trade,EOS,1.00213014188,2020/02/21 11:18:33.553
,,0.012139999974000100,Fee,Trade,CAD,67.90948826773540,2020/02/21 11:16:28.183
,,1.11745526,Trade,Trade,EOS,0.00213014188,2020/02/21 11:16:28.182
,6.069999987000050,,Trade,Trade,CAD,67.92162826770940,2020/02/21 11:16:28.182
,,0.01953999999878,Fee,Trade,CAD,61.85162828070930,2020/02/21 11:11:36.804
,,126.2600155,Trade,Trade,ADA,0.08829056184,2020/02/21 11:11:36.802
,9.76999999939,,Trade,Trade,CAD,61.8711682807081,2020/02/21 11:11:36.802
,,4.8,Trade,Trade,QCAD,0,2020/02/21 08:23:48.255
,4.72344,,Trade,Trade,CAD,52.101168281318100,2020/02/21 08:23:48.255
,,0.00224365812,Fee,Trade,EOS,1.11958540188,2020/02/20 20:29:00.256
,,5.999999967868100,Trade,Trade,CAD,47.3777282813181,2020/02/20 20:29:00.241
,1.12182906,,Trade,Trade,EOS,1.12182906,2020/02/20 20:29:00.241
,,4.9919952,Trade,Trade,CAD,53.3777282491862,2020/02/20 20:26:42.252
,4.8,,Trade,Trade,QCAD,4.8,2020/02/20 20:26:42.252
,,0.00003211644,Fee,Trade,ETH,0.02909990356,2020/02/20 20:24:50.733
,,5.5626104440296,Trade,Trade,CAD,58.3697234491862,2020/02/20 20:24:50.732
,0.01605822,,Trade,Trade,ETH,0.02913202,2020/02/20 20:24:50.732
,,0.0000262,Fee,Trade,ETH,0.0130738,2020/02/20 20:24:50.727
,,4.492728316,Trade,Trade,CAD,63.9323338932158,2020/02/20 20:24:50.726
,0.0131,,Trade,Trade,ETH,0.0131,2020/02/20 20:24:50.726
,,0.00000234062,Fee,Trade,BTC,0.00116796938,2020/02/20 20:24:37.677
,,14.99993816984,Trade,Trade,CAD,68.4250622092158,2020/02/20 20:24:37.677
,0.00117031,,Trade,Trade,BTC,0.00117031,2020/02/20 20:24:37.677
,,0.25320301816,Fee,Trade,ADA,126.34830606184,2020/02/20 20:24:08.118
,,9.99999999921104,Trade,Trade,CAD,83.4250003790558,2020/02/20 20:24:08.117
,126.60150908,,Trade,Trade,ADA,126.60150908,2020/02/20 20:24:08.117
,,0.00021664058,Fee,Trade,LTC,0.10810364942,2020/02/20 20:23:45.176
,,9.99999962173316,Trade,Trade,CAD,93.42500037826680,2020/02/20 20:23:45.176
,0.10832029,,Trade,Trade,LTC,0.10832029,2020/02/20 20:23:45.176
,103.425,,Other,Deposit,CAD,103.425,2020/02/20 20:07:52.890
Total CAD,$11881.20,$11545.15,Current Balance,$336.05,,,
Total ADA,10139.39,146.54,Current Balance,9992.84827638796,,,
Total BCH,2.96,2.96,Current Balance,1.38e-09,,,
Total BTC,1.17,1.17,Current Balance,"",,,
Total DASH,12.48,12.48,Current Balance,6.2e-09,,,
Total EOS,860.14,860.14,Current Balance,0.00226699904,,,
Total ETH,6.97,6.97,Current Balance,2.8476518e-09,,,
Total LTC,6.91,6.91,Current Balance,5.62e-09,,,
Total QCAD,4.80,4.80,Current Balance,0,,,
Total XLM,6003.32,6003.32,Current Balance,9.26e-09,,,
Total XRP,864.85,864.85,Current Balance,2.298e-08,,,
